CUPS: , ES12345678912345678912
Fecha inicio : , 13/03/2022
Fecha fin : , 10/04/2022
Fecha y hora de extracción : , 10/04/2022 20:01:22
Tarifa : , 2.0TD

Fecha  , Hora  , Consumo (Wh) , Precio (€/Wh) , Coste por hora (€)
2022-03-14 , 14:00-15:00 , 42.0 , 0.0 , 0.0
2022-03-14 , 15:00-16:00 , 147.0 , 0.0 , 0.0
2022-03-14 , 16:00-17:00 , 50.0 , 0.0 , 0.0
2022-03-14 , 17:00-18:00 , 150.0 , 0.0 , 0.0
2022-03-14 , 18:00-19:00 , 58.0 , 0.0 , 0.0
2022-03-14 , 19:00-20:00 , 58.0 , 0.0 , 0.0
2022-03-14 , 20:00-21:00 , 280.0 , 0.0 , 0.0
2022-03-14 , 21:00-22:00 , 322.0 , 0.0 , 0.0
2022-03-14 , 22:00-23:00 , 486.0 , 0.0 , 0.0
2022-03-14 , 23:00-00:00 , 340.0 , 0.0 , 0.0

2022-03-15 , 00:00-01:00 , 335.0 , 0.0 , 0.0
2022-03-15 , 01:00-02:00 , 354.0 , 0.0 , 0.0
2022-03-15 , 02:00-03:00 , 259.0 , 0.0 , 0.0
2022-03-15 , 03:00-04:00 , 350.0 , 0.0 , 0.0
2022-03-15 , 04:00-05:00 , 233.0 , 0.0 , 0.0
2022-03-15 , 05:00-06:00 , 302.0 , 0.0 , 0.0
2022-03-15 , 06:00-07:00 , 57.0 , 0.0 , 0.0
2022-03-15 , 07:00-08:00 , 57.0 , 0.0 , 0.0
2022-03-15 , 08:00-09:00 , 130.0 , 0.0 , 0.0
2022-03-15 , 09:00-10:00 , 52.0 , 0.0 , 0.0
2022-03-15 , 10:00-11:00 , 149.0 , 0.0 , 0.0
2022-03-15 , 11:00-12:00 , 50.0 , 0.0 , 0.0
2022-03-15 , 12:00-13:00 , 104.0 , 0.0 , 0.0
2022-03-15 , 13:00-14:00 , 169.0 , 0.0 , 0.0
2022-03-15 , 14:00-15:00 , 57.0 , 0.0 , 0.0
2022-03-15 , 15:00-16:00 , 148.0 , 0.0 , 0.0
2022-03-15 , 16:00-17:00 , 52.0 , 0.0 , 0.0
2022-03-15 , 17:00-18:00 , 276.0 , 0.0 , 0.0
2022-03-15 , 18:00-19:00 , 216.0 , 0.0 , 0.0
2022-03-15 , 19:00-20:00 , 268.0 , 0.0 , 0.0
2022-03-15 , 20:00-21:00 , 480.0 , 0.0 , 0.0
2022-03-15 , 21:00-22:00 , 454.0 , 0.0 , 0.0
2022-03-15 , 22:00-23:00 , 209.0 , 0.0 , 0.0
2022-03-15 , 23:00-00:00 , 226.0 , 0.0 , 0.0

2022-03-16 , 00:00-01:00 , 294.0 , 0.0 , 0.0
2022-03-16 , 01:00-02:00 , 222.0 , 0.0 , 0.0
2022-03-16 , 02:00-03:00 , 208.0 , 0.0 , 0.0
2022-03-16 , 03:00-04:00 , 237.0 , 0.0 , 0.0
2022-03-16 , 04:00-05:00 , 354.0 , 0.0 , 0.0
2022-03-16 , 05:00-06:00 , 220.0 , 0.0 , 0.0
2022-03-16 , 06:00-07:00 , 309.0 , 0.0 , 0.0
2022-03-16 , 07:00-08:00 , 141.0 , 0.0 , 0.0
2022-03-16 , 08:00-09:00 , 63.0 , 0.0 , 0.0
2022-03-16 , 09:00-10:00 , 120.0 , 0.0 , 0.0
2022-03-16 , 10:00-11:00 , 57.0 , 0.0 , 0.0
2022-03-16 , 11:00-12:00 , 143.0 , 0.0 , 0.0
2022-03-16 , 12:00-13:00 , 54.0 , 0.0 , 0.0
2022-03-16 , 13:00-14:00 , 57.0 , 0.0 , 0.0
2022-03-16 , 14:00-15:00 , 138.0 , 0.0 , 0.0
2022-03-16 , 15:00-16:00 , 53.0 , 0.0 , 0.0
2022-03-16 , 16:00-17:00 , 141.0 , 0.0 , 0.0
2022-03-16 , 17:00-18:00 , 85.0 , 0.0 , 0.0
2022-03-16 , 18:00-19:00 , 562.0 , 0.0 , 0.0
2022-03-16 , 19:00-20:00 , 171.0 , 0.0 , 0.0
2022-03-16 , 20:00-21:00 , 144.0 , 0.0 , 0.0
2022-03-16 , 21:00-22:00 , 689.0 , 0.0 , 0.0
2022-03-16 , 22:00-23:00 , 307.0 , 0.0 , 0.0
2022-03-16 , 23:00-00:00 , 311.0 , 0.0 , 0.0

2022-03-17 , 00:00-01:00 , 313.0 , 0.0 , 0.0
2022-03-17 , 01:00-02:00 , 255.0 , 0.0 , 0.0
2022-03-17 , 02:00-03:00 , 252.0 , 0.0 , 0.0
2022-03-17 , 03:00-04:00 , 264.0 , 0.0 , 0.0
2022-03-17 , 04:00-05:00 , 245.0 , 0.0 , 0.0
2022-03-17 , 05:00-06:00 , 204.0 , 0.0 , 0.0
2022-03-17 , 06:00-07:00 , 228.0 , 0.0 , 0.0
2022-03-17 , 07:00-08:00 , 104.0 , 0.0 , 0.0
2022-03-17 , 08:00-09:00 , 125.0 , 0.0 , 0.0
2022-03-17 , 09:00-10:00 , 78.0 , 0.0 , 0.0
2022-03-17 , 10:00-11:00 , 52.0 , 0.0 , 0.0
2022-03-17 , 11:00-12:00 , 64.0 , 0.0 , 0.0
2022-03-17 , 12:00-13:00 , 45.0 , 0.0 , 0.0
2022-03-17 , 13:00-14:00 , 60.0 , 0.0 , 0.0
2022-03-17 , 14:00-15:00 , 32.0 , 0.0 , 0.0
2022-03-17 , 15:00-16:00 , 61.0 , 0.0 , 0.0
2022-03-17 , 16:00-17:00 , 49.0 , 0.0 , 0.0
2022-03-17 , 17:00-18:00 , 50.0 , 0.0 , 0.0
2022-03-17 , 18:00-19:00 , 56.0 , 0.0 , 0.0
2022-03-17 , 19:00-20:00 , 148.0 , 0.0 , 0.0
2022-03-17 , 20:00-21:00 , 284.0 , 0.0 , 0.0
2022-03-17 , 21:00-22:00 , 307.0 , 0.0 , 0.0
2022-03-17 , 22:00-23:00 , 276.0 , 0.0 , 0.0
2022-03-17 , 23:00-00:00 , 706.0 , 0.0 , 0.0

2022-03-18 , 00:00-01:00 , 671.0 , 0.0 , 0.0
2022-03-18 , 01:00-02:00 , 281.0 , 0.0 , 0.0
2022-03-18 , 02:00-03:00 , 287.0 , 0.0 , 0.0
2022-03-18 , 03:00-04:00 , 287.0 , 0.0 , 0.0
2022-03-18 , 04:00-05:00 , 260.0 , 0.0 , 0.0
2022-03-18 , 05:00-06:00 , 1489.0 , 0.0 , 0.0
2022-03-18 , 06:00-07:00 , 942.0 , 0.0 , 0.0
2022-03-18 , 07:00-08:00 , 43.0 , 0.0 , 0.0
2022-03-18 , 08:00-09:00 , 61.0 , 0.0 , 0.0
2022-03-18 , 09:00-10:00 , 38.0 , 0.0 , 0.0
2022-03-18 , 10:00-11:00 , 59.0 , 0.0 , 0.0
2022-03-18 , 11:00-12:00 , 43.0 , 0.0 , 0.0
2022-03-18 , 12:00-13:00 , 60.0 , 0.0 , 0.0
2022-03-18 , 13:00-14:00 , 215.0 , 0.0 , 0.0
2022-03-18 , 14:00-15:00 , 68.0 , 0.0 , 0.0
2022-03-18 , 15:00-16:00 , 53.0 , 0.0 , 0.0
2022-03-18 , 16:00-17:00 , 172.0 , 0.0 , 0.0
2022-03-18 , 17:00-18:00 , 50.0 , 0.0 , 0.0
2022-03-18 , 18:00-19:00 , 58.0 , 0.0 , 0.0
2022-03-18 , 19:00-20:00 , 146.0 , 0.0 , 0.0
2022-03-18 , 20:00-21:00 , 520.0 , 0.0 , 0.0
2022-03-18 , 21:00-22:00 , 66.0 , 0.0 , 0.0
2022-03-18 , 22:00-23:00 , 796.0 , 0.0 , 0.0
2022-03-18 , 23:00-00:00 , 315.0 , 0.0 , 0.0

2022-03-19 , 00:00-01:00 , 299.0 , 0.0 , 0.0
2022-03-19 , 01:00-02:00 , 380.0 , 0.0 , 0.0
2022-03-19 , 02:00-03:00 , 363.0 , 0.0 , 0.0
2022-03-19 , 03:00-04:00 , 282.0 , 0.0 , 0.0
2022-03-19 , 04:00-05:00 , 252.0 , 0.0 , 0.0
2022-03-19 , 05:00-06:00 , 869.0 , 0.0 , 0.0
2022-03-19 , 06:00-07:00 , 47.0 , 0.0 , 0.0
2022-03-19 , 07:00-08:00 , 60.0 , 0.0 , 0.0
2022-03-19 , 08:00-09:00 , 44.0 , 0.0 , 0.0
2022-03-19 , 09:00-10:00 , 53.0 , 0.0 , 0.0
2022-03-19 , 10:00-11:00 , 45.0 , 0.0 , 0.0
2022-03-19 , 11:00-12:00 , 141.0 , 0.0 , 0.0
2022-03-19 , 12:00-13:00 , 58.0 , 0.0 , 0.0
2022-03-19 , 13:00-14:00 , 55.0 , 0.0 , 0.0
2022-03-19 , 14:00-15:00 , 342.0 , 0.0 , 0.0
2022-03-19 , 15:00-16:00 , 262.0 , 0.0 , 0.0
2022-03-19 , 16:00-17:00 , 269.0 , 0.0 , 0.0
2022-03-19 , 17:00-18:00 , 427.0 , 0.0 , 0.0
2022-03-19 , 18:00-19:00 , 271.0 , 0.0 , 0.0
2022-03-19 , 19:00-20:00 , 364.0 , 0.0 , 0.0
2022-03-19 , 20:00-21:00 , 134.0 , 0.0 , 0.0
2022-03-19 , 21:00-22:00 , 100.0 , 0.0 , 0.0
2022-03-19 , 22:00-23:00 , 300.0 , 0.0 , 0.0
2022-03-19 , 23:00-00:00 , 299.0 , 0.0 , 0.0

2022-03-20 , 00:00-01:00 , 390.0 , 0.0 , 0.0
2022-03-20 , 01:00-02:00 , 615.0 , 0.0 , 0.0
2022-03-20 , 02:00-03:00 , 285.0 , 0.0 , 0.0
2022-03-20 , 03:00-04:00 , 271.0 , 0.0 , 0.0
2022-03-20 , 04:00-05:00 , 210.0 , 0.0 , 0.0
2022-03-20 , 05:00-06:00 , 46.0 , 0.0 , 0.0
2022-03-20 , 06:00-07:00 , 115.0 , 0.0 , 0.0
2022-03-20 , 07:00-08:00 , 87.0 , 0.0 , 0.0
2022-03-20 , 08:00-09:00 , 54.0 , 0.0 , 0.0
2022-03-20 , 09:00-10:00 , 41.0 , 0.0 , 0.0
2022-03-20 , 10:00-11:00 , 54.0 , 0.0 , 0.0
2022-03-20 , 11:00-12:00 , 61.0 , 0.0 , 0.0
2022-03-20 , 12:00-13:00 , 50.0 , 0.0 , 0.0
2022-03-20 , 13:00-14:00 , 55.0 , 0.0 , 0.0
2022-03-20 , 14:00-15:00 , 50.0 , 0.0 , 0.0
2022-03-20 , 15:00-16:00 , 46.0 , 0.0 , 0.0
2022-03-20 , 16:00-17:00 , 46.0 , 0.0 , 0.0
2022-03-20 , 17:00-18:00 , 50.0 , 0.0 , 0.0
2022-03-20 , 18:00-19:00 , 73.0 , 0.0 , 0.0
2022-03-20 , 19:00-20:00 , 235.0 , 0.0 , 0.0
2022-03-20 , 20:00-21:00 , 250.0 , 0.0 , 0.0
2022-03-20 , 21:00-22:00 , 91.0 , 0.0 , 0.0
2022-03-20 , 22:00-23:00 , 51.0 , 0.0 , 0.0
2022-03-20 , 23:00-00:00 , 78.0 , 0.0 , 0.0

2022-03-21 , 00:00-01:00 , 281.0 , 0.0 , 0.0
2022-03-21 , 01:00-02:00 , 288.0 , 0.0 , 0.0
2022-03-21 , 02:00-03:00 , 266.0 , 0.0 , 0.0
2022-03-21 , 03:00-04:00 , 284.0 , 0.0 , 0.0
2022-03-21 , 04:00-05:00 , 299.0 , 0.0 , 0.0
2022-03-21 , 05:00-06:00 , 252.0 , 0.0 , 0.0
2022-03-21 , 06:00-07:00 , 249.0 , 0.0 , 0.0
2022-03-21 , 07:00-08:00 , 118.0 , 0.0 , 0.0
2022-03-21 , 08:00-09:00 , 40.0 , 0.0 , 0.0
2022-03-21 , 09:00-10:00 , 59.0 , 0.0 , 0.0
2022-03-21 , 10:00-11:00 , 106.0 , 0.0 , 0.0
2022-03-21 , 11:00-12:00 , 92.0 , 0.0 , 0.0
2022-03-21 , 12:00-13:00 , 51.0 , 0.0 , 0.0
2022-03-21 , 13:00-14:00 , 62.0 , 0.0 , 0.0
2022-03-21 , 14:00-15:00 , 37.0 , 0.0 , 0.0
2022-03-21 , 15:00-16:00 , 60.0 , 0.0 , 0.0
2022-03-21 , 16:00-17:00 , 40.0 , 0.0 , 0.0
2022-03-21 , 17:00-18:00 , 52.0 , 0.0 , 0.0
2022-03-21 , 18:00-19:00 , 136.0 , 0.0 , 0.0
2022-03-21 , 19:00-20:00 , 209.0 , 0.0 , 0.0
2022-03-21 , 20:00-21:00 , 212.0 , 0.0 , 0.0
2022-03-21 , 21:00-22:00 , 191.0 , 0.0 , 0.0
2022-03-21 , 22:00-23:00 , 253.0 , 0.0 , 0.0
2022-03-21 , 23:00-00:00 , 239.0 , 0.0 , 0.0

2022-03-22 , 00:00-01:00 , 278.0 , 0.0 , 0.0
2022-03-22 , 01:00-02:00 , 244.0 , 0.0 , 0.0
2022-03-22 , 02:00-03:00 , 230.0 , 0.0 , 0.0
2022-03-22 , 03:00-04:00 , 262.0 , 0.0 , 0.0
2022-03-22 , 04:00-05:00 , 229.0 , 0.0 , 0.0
2022-03-22 , 05:00-06:00 , 147.0 , 0.0 , 0.0
2022-03-22 , 06:00-07:00 , 51.0 , 0.0 , 0.0
2022-03-22 , 07:00-08:00 , 51.0 , 0.0 , 0.0
2022-03-22 , 08:00-09:00 , 62.0 , 0.0 , 0.0
2022-03-22 , 09:00-10:00 , 49.0 , 0.0 , 0.0
2022-03-22 , 10:00-11:00 , 59.0 , 0.0 , 0.0
2022-03-22 , 11:00-12:00 , 49.0 , 0.0 , 0.0
2022-03-22 , 12:00-13:00 , 60.0 , 0.0 , 0.0
2022-03-22 , 13:00-14:00 , 37.0 , 0.0 , 0.0
2022-03-22 , 14:00-15:00 , 127.0 , 0.0 , 0.0
2022-03-22 , 15:00-16:00 , 76.0 , 0.0 , 0.0
2022-03-22 , 16:00-17:00 , 51.0 , 0.0 , 0.0
2022-03-22 , 17:00-18:00 , 50.0 , 0.0 , 0.0
2022-03-22 , 18:00-19:00 , 56.0 , 0.0 , 0.0
2022-03-22 , 19:00-20:00 , 55.0 , 0.0 , 0.0
2022-03-22 , 20:00-21:00 , 37.0 , 0.0 , 0.0
2022-03-22 , 21:00-22:00 , 221.0 , 0.0 , 0.0
2022-03-22 , 22:00-23:00 , 312.0 , 0.0 , 0.0
2022-03-22 , 23:00-00:00 , 290.0 , 0.0 , 0.0

2022-03-23 , 00:00-01:00 , 327.0 , 0.0 , 0.0
2022-03-23 , 01:00-02:00 , 289.0 , 0.0 , 0.0
2022-03-23 , 02:00-03:00 , 261.0 , 0.0 , 0.0
2022-03-23 , 03:00-04:00 , 266.0 , 0.0 , 0.0
2022-03-23 , 04:00-05:00 , 251.0 , 0.0 , 0.0
2022-03-23 , 05:00-06:00 , 1217.0 , 0.0 , 0.0
2022-03-23 , 06:00-07:00 , 1492.0 , 0.0 , 0.0
2022-03-23 , 07:00-08:00 , 57.0 , 0.0 , 0.0
2022-03-23 , 08:00-09:00 , 60.0 , 0.0 , 0.0
2022-03-23 , 09:00-10:00 , 49.0 , 0.0 , 0.0
2022-03-23 , 10:00-11:00 , 56.0 , 0.0 , 0.0
2022-03-23 , 11:00-12:00 , 49.0 , 0.0 , 0.0
2022-03-23 , 12:00-13:00 , 51.0 , 0.0 , 0.0
2022-03-23 , 13:00-14:00 , 152.0 , 0.0 , 0.0
2022-03-23 , 14:00-15:00 , 47.0 , 0.0 , 0.0
2022-03-23 , 15:00-16:00 , 50.0 , 0.0 , 0.0
2022-03-23 , 16:00-17:00 , 144.0 , 0.0 , 0.0
2022-03-23 , 17:00-18:00 , 46.0 , 0.0 , 0.0
2022-03-23 , 18:00-19:00 , 284.0 , 0.0 , 0.0
2022-03-23 , 19:00-20:00 , 853.0 , 0.0 , 0.0
2022-03-23 , 20:00-21:00 , 282.0 , 0.0 , 0.0
2022-03-23 , 21:00-22:00 , 229.0 , 0.0 , 0.0
2022-03-23 , 22:00-23:00 , 150.0 , 0.0 , 0.0
2022-03-23 , 23:00-00:00 , 164.0 , 0.0 , 0.0

2022-03-24 , 00:00-01:00 , 152.0 , 0.0 , 0.0
2022-03-24 , 01:00-02:00 , 257.0 , 0.0 , 0.0
2022-03-24 , 02:00-03:00 , 300.0 , 0.0 , 0.0
2022-03-24 , 03:00-04:00 , 297.0 , 0.0 , 0.0
2022-03-24 , 04:00-05:00 , 296.0 , 0.0 , 0.0
2022-03-24 , 05:00-06:00 , 262.0 , 0.0 , 0.0
2022-03-24 , 06:00-07:00 , 63.0 , 0.0 , 0.0
2022-03-24 , 07:00-08:00 , 60.0 , 0.0 , 0.0
2022-03-24 , 08:00-09:00 , 49.0 , 0.0 , 0.0
2022-03-24 , 09:00-10:00 , 83.0 , 0.0 , 0.0
2022-03-24 , 10:00-11:00 , 85.0 , 0.0 , 0.0
2022-03-24 , 11:00-12:00 , 81.0 , 0.0 , 0.0
2022-03-24 , 12:00-13:00 , 50.0 , 0.0 , 0.0
2022-03-24 , 13:00-14:00 , 58.0 , 0.0 , 0.0
2022-03-24 , 14:00-15:00 , 48.0 , 0.0 , 0.0
2022-03-24 , 15:00-16:00 , 45.0 , 0.0 , 0.0
2022-03-24 , 16:00-17:00 , 46.0 , 0.0 , 0.0
2022-03-24 , 17:00-18:00 , 57.0 , 0.0 , 0.0
2022-03-24 , 18:00-19:00 , 49.0 , 0.0 , 0.0
2022-03-24 , 19:00-20:00 , 53.0 , 0.0 , 0.0
2022-03-24 , 20:00-21:00 , 48.0 , 0.0 , 0.0
2022-03-24 , 21:00-22:00 , 144.0 , 0.0 , 0.0
2022-03-24 , 22:00-23:00 , 308.0 , 0.0 , 0.0
2022-03-24 , 23:00-00:00 , 320.0 , 0.0 , 0.0

2022-03-25 , 00:00-01:00 , 318.0 , 0.0 , 0.0
2022-03-25 , 01:00-02:00 , 347.0 , 0.0 , 0.0
2022-03-25 , 02:00-03:00 , 297.0 , 0.0 , 0.0
2022-03-25 , 03:00-04:00 , 241.0 , 0.0 , 0.0
2022-03-25 , 04:00-05:00 , 317.0 , 0.0 , 0.0
2022-03-25 , 05:00-06:00 , 1493.0 , 0.0 , 0.0
2022-03-25 , 06:00-07:00 , 401.0 , 0.0 , 0.0
2022-03-25 , 07:00-08:00 , 59.0 , 0.0 , 0.0
2022-03-25 , 08:00-09:00 , 44.0 , 0.0 , 0.0
2022-03-25 , 09:00-10:00 , 53.0 , 0.0 , 0.0
2022-03-25 , 10:00-11:00 , 58.0 , 0.0 , 0.0
2022-03-25 , 11:00-12:00 , 59.0 , 0.0 , 0.0
2022-03-25 , 12:00-13:00 , 43.0 , 0.0 , 0.0
2022-03-25 , 13:00-14:00 , 172.0 , 0.0 , 0.0
2022-03-25 , 14:00-15:00 , 75.0 , 0.0 , 0.0
2022-03-25 , 15:00-16:00 , 110.0 , 0.0 , 0.0
2022-03-25 , 16:00-17:00 , 149.0 , 0.0 , 0.0
2022-03-25 , 17:00-18:00 , 66.0 , 0.0 , 0.0
2022-03-25 , 18:00-19:00 , 411.0 , 0.0 , 0.0
2022-03-25 , 19:00-20:00 , 51.0 , 0.0 , 0.0
2022-03-25 , 20:00-21:00 , 61.0 , 0.0 , 0.0
2022-03-25 , 21:00-22:00 , 50.0 , 0.0 , 0.0
2022-03-25 , 22:00-23:00 , 127.0 , 0.0 , 0.0
2022-03-25 , 23:00-00:00 , 633.0 , 0.0 , 0.0

2022-03-26 , 00:00-01:00 , 305.0 , 0.0 , 0.0
2022-03-26 , 01:00-02:00 , 295.0 , 0.0 , 0.0
2022-03-26 , 02:00-03:00 , 277.0 , 0.0 , 0.0
2022-03-26 , 03:00-04:00 , 132.0 , 0.0 , 0.0
2022-03-26 , 04:00-05:00 , 127.0 , 0.0 , 0.0
2022-03-26 , 05:00-06:00 , 73.0 , 0.0 , 0.0
2022-03-26 , 06:00-07:00 , 52.0 , 0.0 , 0.0
2022-03-26 , 07:00-08:00 , 152.0 , 0.0 , 0.0
2022-03-26 , 08:00-09:00 , 56.0 , 0.0 , 0.0
2022-03-26 , 09:00-10:00 , 128.0 , 0.0 , 0.0
2022-03-26 , 10:00-11:00 , 168.0 , 0.0 , 0.0
2022-03-26 , 11:00-12:00 , 136.0 , 0.0 , 0.0
2022-03-26 , 12:00-13:00 , 63.0 , 0.0 , 0.0
2022-03-26 , 13:00-14:00 , 38.0 , 0.0 , 0.0
2022-03-26 , 14:00-15:00 , 56.0 , 0.0 , 0.0
2022-03-26 , 15:00-16:00 , 56.0 , 0.0 , 0.0
2022-03-26 , 16:00-17:00 , 46.0 , 0.0 , 0.0
2022-03-26 , 17:00-18:00 , 56.0 , 0.0 , 0.0
2022-03-26 , 18:00-19:00 , 104.0 , 0.0 , 0.0
2022-03-26 , 19:00-20:00 , 87.0 , 0.0 , 0.0
2022-03-26 , 20:00-21:00 , 55.0 , 0.0 , 0.0
2022-03-26 , 21:00-22:00 , 269.0 , 0.0 , 0.0
2022-03-26 , 22:00-23:00 , 690.0 , 0.0 , 0.0
2022-03-26 , 23:00-00:00 , 259.0 , 0.0 , 0.0

2022-03-27 , 00:00-01:00 , 289.0 , 0.0 , 0.0
2022-03-27 , 02:00-03:00 , 262.0 , 0.0 , 0.0
2022-03-27 , 03:00-04:00 , 272.0 , 0.0 , 0.0
2022-03-27 , 04:00-05:00 , 298.0 , 0.0 , 0.0
2022-03-27 , 05:00-06:00 , 254.0 , 0.0 , 0.0
2022-03-27 , 06:00-07:00 , 240.0 , 0.0 , 0.0
2022-03-27 , 07:00-08:00 , 165.0 , 0.0 , 0.0
2022-03-27 , 08:00-09:00 , 38.0 , 0.0 , 0.0
2022-03-27 , 09:00-10:00 , 121.0 , 0.0 , 0.0
2022-03-27 , 10:00-11:00 , 91.0 , 0.0 , 0.0
2022-03-27 , 11:00-12:00 , 50.0 , 0.0 , 0.0
2022-03-27 , 12:00-13:00 , 44.0 , 0.0 , 0.0
2022-03-27 , 13:00-14:00 , 56.0 , 0.0 , 0.0
2022-03-27 , 14:00-15:00 , 59.0 , 0.0 , 0.0
2022-03-27 , 15:00-16:00 , 51.0 , 0.0 , 0.0
2022-03-27 , 16:00-17:00 , 65.0 , 0.0 , 0.0
2022-03-27 , 17:00-18:00 , 46.0 , 0.0 , 0.0
2022-03-27 , 18:00-19:00 , 43.0 , 0.0 , 0.0
2022-03-27 , 19:00-20:00 , 60.0 , 0.0 , 0.0
2022-03-27 , 20:00-21:00 , 65.0 , 0.0 , 0.0
2022-03-27 , 21:00-22:00 , 50.0 , 0.0 , 0.0
2022-03-27 , 22:00-23:00 , 182.0 , 0.0 , 0.0
2022-03-27 , 23:00-00:00 , 267.0 , 0.0 , 0.0

2022-03-28 , 00:00-01:00 , 373.0 , 0.0 , 0.0
2022-03-28 , 01:00-02:00 , 335.0 , 0.0 , 0.0
2022-03-28 , 02:00-03:00 , 243.0 , 0.0 , 0.0
2022-03-28 , 03:00-04:00 , 49.0 , 0.0 , 0.0
2022-03-28 , 04:00-05:00 , 58.0 , 0.0 , 0.0
2022-03-28 , 05:00-06:00 , 65.0 , 0.0 , 0.0
2022-03-28 , 06:00-07:00 , 42.0 , 0.0 , 0.0
2022-03-28 , 07:00-08:00 , 47.0 , 0.0 , 0.0
2022-03-28 , 08:00-09:00 , 58.0 , 0.0 , 0.0
2022-03-28 , 09:00-10:00 , 65.0 , 0.0 , 0.0
2022-03-28 , 10:00-11:00 , 35.0 , 0.0 , 0.0
2022-03-28 , 11:00-12:00 , 61.0 , 0.0 , 0.0
2022-03-28 , 12:00-13:00 , 44.0 , 0.0 , 0.0
2022-03-28 , 13:00-14:00 , 52.0 , 0.0 , 0.0
2022-03-28 , 14:00-15:00 , 65.0 , 0.0 , 0.0
2022-03-28 , 15:00-16:00 , 52.0 , 0.0 , 0.0
2022-03-28 , 16:00-17:00 , 64.0 , 0.0 , 0.0
2022-03-28 , 17:00-18:00 , 34.0 , 0.0 , 0.0
2022-03-28 , 18:00-19:00 , 88.0 , 0.0 , 0.0
2022-03-28 , 19:00-20:00 , 208.0 , 0.0 , 0.0
2022-03-28 , 20:00-21:00 , 115.0 , 0.0 , 0.0
2022-03-28 , 21:00-22:00 , 342.0 , 0.0 , 0.0
2022-03-28 , 22:00-23:00 , 284.0 , 0.0 , 0.0
2022-03-28 , 23:00-00:00 , 437.0 , 0.0 , 0.0

2022-03-29 , 00:00-01:00 , 370.0 , 0.0 , 0.0
2022-03-29 , 01:00-02:00 , 255.0 , 0.0 , 0.0
2022-03-29 , 02:00-03:00 , 235.0 , 0.0 , 0.0
2022-03-29 , 03:00-04:00 , 273.0 , 0.0 , 0.0
2022-03-29 , 04:00-05:00 , 245.0 , 0.0 , 0.0
2022-03-29 , 05:00-06:00 , 161.0 , 0.0 , 0.0
2022-03-29 , 06:00-07:00 , 52.0 , 0.0 , 0.0
2022-03-29 , 07:00-08:00 , 61.0 , 0.0 , 0.0
